Date,Flight_Number,Class,Price,Flow Card?,Origin,Destination
2024-05-24,PA008,Business Class,585.60000000000002,No,Perth,New York
2024-04-23,PA001,Premium Economy,552.5,Yes,London,New York
2024-03-26,PA010,Premium Economy,1330,No,Tokyo,New York
2024-08-30,PA009,First Class,482,Yes,New York,Tokyo
2024-04-16,PA001,Premium Economy,965,No,London,New York
2024-07-28,PA007,Premium Economy,540,No,New York,Perth
2024-09-01,PA003,Economy,2285,No,London,Perth
2024-11-18,PA012,First Class,280,No,Tokyo,Perth
2024-09-27,PA001,Business Class,831.60000000000002,Yes,London,New York
2024-07-03,PA007,Economy,2190,No,New York,Perth
2024-10-30,PA005,Business Class,708,No,London,Tokyo
2024-04-01,PA005,First Class,270,Yes,London,Tokyo
2024-09-11,PA005,Business Class,724.79999999999995,Yes,London,Tokyo
2024-06-30,PA011,Economy,3465,No,Perth,Tokyo
2024-07-04,PA011,First Class,317,No,Perth,Tokyo
2024-12-27,PA005,First Class,602,Yes,London,Tokyo
2024-10-14,PA009,Economy,3325,No,New York,Tokyo
2024-09-11,PA004,Premium Economy,1605,No,Perth,London
2024-09-26,PA003,First Class,651,No,London,Perth
2024-12-08,PA006,Premium Economy,732.5,No,Tokyo,London
2024-12-23,PA009,Premium Economy,1030,Yes,New York,Tokyo
2024-07-10,PA012,Premium Economy,1592.5,Yes,Tokyo,Perth
2024-07-11,PA008,Premium Economy,1295,No,Perth,New York
2024-12-25,PA008,First Class,238,No,Perth,New York
2024-12-02,PA006,Business Class,279.59999999999997,No,Tokyo,London
2024-01-08,PA009,Premium Economy,867.5,No,New York,Tokyo
2024-09-22,PA002,Premium Economy,737.5,No,New York,London
2024-02-28,PA008,Economy,1170,No,Perth,New York
2024-10-30,PA011,Premium Economy,617.5,No,Perth,Tokyo
2024-07-24,PA011,First Class,413,Yes,Perth,Tokyo
2024-07-30,PA008,Premium Economy,1560,No,Perth,New York
2024-12-17,PA004,Business Class,244.79999999999998,No,Perth,London
2024-01-29,PA006,Economy,1095,Yes,Tokyo,London
2024-02-25,PA005,First Class,287,No,London,Tokyo
2024-08-27,PA008,Premium Economy,1637.5,Yes,Perth,New York
2024-12-16,PA005,Premium Economy,820,No,London,Tokyo
2024-05-21,PA010,Premium Economy,667.5,Yes,Tokyo,New York
2024-11-09,PA002,Premium Economy,1012.5,No,New York,London
2024-09-14,PA009,Economy,2875,Yes,New York,Tokyo
2024-11-05,PA010,Business Class,544.79999999999995,No,Tokyo,New York
2024-08-13,PA011,First Class,577,No,Perth,Tokyo
2024-06-30,PA007,Business Class,817.19999999999993,No,New York,Perth
2024-01-26,PA011,First Class,216,Yes,Perth,Tokyo
2024-08-15,PA006,Economy,2395,Yes,Tokyo,London
2024-11-01,PA009,Business Class,373.19999999999999,Yes,New York,Tokyo
2024-06-08,PA001,Economy,2045,No,London,New York
2024-04-03,PA006,Economy,1930,Yes,Tokyo,London
2024-07-14,PA001,Business Class,704.39999999999998,No,London,New York
2024-10-27,PA010,Business Class,789.60000000000002,No,Tokyo,New York
2024-12-09,PA002,First Class,352,Yes,New York,London
2024-05-21,PA002,Business Class,795.60000000000002,Yes,New York,London
2024-06-02,PA011,Premium Economy,762.5,Yes,Perth,Tokyo
2024-03-29,PA005,Business Class,453.59999999999997,No,London,Tokyo
2024-10-16,PA011,First Class,572,Yes,Perth,Tokyo
2024-11-04,PA001,Premium Economy,522.5,Yes,London,New York
2024-03-19,PA009,Premium Economy,1170,Yes,New York,Tokyo
2024-12-28,PA004,Business Class,693.60000000000002,No,Perth,London
2024-01-08,PA009,Business Class,290.39999999999998,No,New York,Tokyo
2024-12-25,PA007,Premium Economy,545,No,New York,Perth
2024-05-02,PA002,Premium Economy,695,Yes,New York,London
2024-12-12,PA003,Business Class,482.39999999999998,Yes,London,Perth
2024-12-28,PA007,Business Class,460.79999999999995,Yes,New York,Perth
2024-04-02,PA007,Business Class,330,No,New York,Perth
2024-07-17,PA003,Economy,2020,No,London,Perth
2024-09-21,PA002,First Class,533,Yes,New York,London
2024-10-28,PA008,Premium Economy,1342.5,Yes,Perth,New York
2024-06-30,PA003,First Class,491,No,London,Perth
2024-12-21,PA003,Economy,1495,Yes,London,Perth
2024-04-30,PA012,Business Class,268.80000000000001,No,Tokyo,Perth
2024-08-19,PA001,Business Class,380.39999999999998,No,London,New York
2024-04-07,PA002,Business Class,462,Yes,New York,London
2024-12-10,PA003,First Class,580,No,London,Perth
2024-08-25,PA006,Economy,1460,No,Tokyo,London
2024-12-13,PA012,Economy,2165,No,Tokyo,Perth
2024-01-10,PA007,Business Class,406.80000000000001,Yes,New York,Perth
2024-09-11,PA004,Premium Economy,1132.5,Yes,Perth,London
2024-05-07,PA004,First Class,438,Yes,Perth,London
2024-09-18,PA002,Premium Economy,1115,No,New York,London
2024-05-14,PA011,First Class,670,No,Perth,Tokyo
2024-01-23,PA001,Premium Economy,1687.5,No,London,New York
2024-05-01,PA011,First Class,385,Yes,Perth,Tokyo
2024-07-17,PA009,Premium Economy,1502.5,No,New York,Tokyo
2024-09-18,PA009,Premium Economy,772.5,No,New York,Tokyo
2024-09-27,PA008,Premium Economy,1037.5,Yes,Perth,New York
2024-03-12,PA006,Business Class,736.79999999999995,No,Tokyo,London
2024-01-12,PA004,First Class,626,No,Perth,London
2024-10-17,PA007,Premium Economy,1580,Yes,New York,Perth
2024-10-07,PA012,Business Class,387.59999999999997,Yes,Tokyo,Perth
2024-03-21,PA004,First Class,260,Yes,Perth,London
2024-08-30,PA004,Premium Economy,1747.5,No,Perth,London
2024-11-12,PA010,Economy,3295,Yes,Tokyo,New York
2024-09-21,PA001,First Class,215,Yes,London,New York
2024-06-15,PA010,Economy,3125,No,Tokyo,New York
2024-12-29,PA002,First Class,616,Yes,New York,London
2024-05-23,PA007,First Class,509,No,New York,Perth
2024-08-06,PA007,Business Class,664.79999999999995,Yes,New York,Perth
2024-12-21,PA012,Economy,1890,No,Tokyo,Perth
2024-09-19,PA006,First Class,468,Yes,Tokyo,London
2024-11-30,PA004,Economy,1200,Yes,Perth,London
2024-10-29,PA001,Economy,1695,Yes,London,New York
2024-06-17,PA005,Business Class,696,No,London,Tokyo
2024-12-15,PA008,Premium Economy,1690,Yes,Perth,New York
2024-04-13,PA004,Premium Economy,592.5,No,Perth,London
2024-11-18,PA007,Business Class,823.19999999999993,No,New York,Perth
2024-12-18,PA010,Economy,1335,Yes,Tokyo,New York
2024-01-22,PA012,Premium Economy,862.5,Yes,Tokyo,Perth
2024-04-11,PA006,Economy,1345,No,Tokyo,London
2024-06-23,PA004,Business Class,386.39999999999998,Yes,Perth,London
2024-01-09,PA008,First Class,554,No,Perth,New York
2024-11-04,PA007,Economy,2455,Yes,New York,Perth
2024-10-09,PA006,Business Class,428.39999999999998,Yes,Tokyo,London
2024-09-15,PA011,Economy,3015,No,Perth,Tokyo
2024-09-24,PA002,Economy,2690,Yes,New York,London
2024-10-01,PA002,Economy,1120,Yes,New York,London
2024-11-28,PA010,Economy,1355,No,Tokyo,New York
2024-11-21,PA011,First Class,420,Yes,Perth,Tokyo
2024-09-30,PA008,Premium Economy,1355,Yes,Perth,New York
2024-07-01,PA011,Business Class,691.19999999999993,No,Perth,Tokyo
2024-08-19,PA005,Business Class,812.39999999999998,No,London,Tokyo
2024-08-09,PA006,Economy,1515,Yes,Tokyo,London
2024-10-20,PA005,Premium Economy,832.5,Yes,London,Tokyo
2024-11-27,PA001,Economy,2350,Yes,London,New York
2024-09-27,PA004,Economy,2825,Yes,Perth,London
2024-12-23,PA006,Economy,2055,No,Tokyo,London
2024-12-08,PA003,Premium Economy,1330,Yes,London,Perth
2024-04-12,PA004,Premium Economy,1597.5,No,Perth,London
2024-02-07,PA009,Business Class,486,Yes,New York,Tokyo
2024-06-27,PA007,Premium Economy,1180,No,New York,Perth
2024-03-13,PA011,First Class,610,Yes,Perth,Tokyo
2024-09-28,PA010,First Class,309,No,Tokyo,New York
2024-01-19,PA006,Premium Economy,1160,Yes,Tokyo,London
2024-07-12,PA012,Business Class,786,Yes,Tokyo,Perth
2024-11-22,PA005,Premium Economy,1512.5,No,London,Tokyo
2024-05-02,PA002,First Class,392,Yes,New York,London
2024-09-23,PA003,Premium Economy,615,No,London,Perth
2024-12-12,PA010,First Class,688,Yes,Tokyo,New York
2024-11-09,PA005,First Class,403,No,London,Tokyo
2024-03-27,PA011,Premium Economy,1610,Yes,Perth,Tokyo
2024-06-24,PA010,Premium Economy,592.5,Yes,Tokyo,New York
2024-02-08,PA006,First Class,272,Yes,Tokyo,London
2024-04-20,PA011,Premium Economy,1517.5,Yes,Perth,Tokyo
2024-09-27,PA002,First Class,683,Yes,New York,London
2024-08-18,PA012,Economy,1640,No,Tokyo,Perth
2024-08-11,PA011,Business Class,738,Yes,Perth,Tokyo
2024-02-04,PA011,Business Class,352.80000000000001,Yes,Perth,Tokyo
2024-04-25,PA004,Economy,2000,No,Perth,London
2024-12-23,PA009,Business Class,388.80000000000001,No,New York,Tokyo
2024-01-31,PA005,Premium Economy,1692.5,Yes,London,Tokyo
2024-05-05,PA012,First Class,487,No,Tokyo,Perth
2024-12-21,PA004,Economy,2905,No,Perth,London
2024-10-08,PA008,Premium Economy,545,No,Perth,New York
2024-03-21,PA010,Business Class,447.59999999999997,Yes,Tokyo,New York
2024-06-26,PA010,Premium Economy,1630,Yes,Tokyo,New York
2024-09-22,PA001,Premium Economy,1427.5,No,London,New York
2024-12-15,PA012,Economy,3040,No,Tokyo,Perth
2024-09-17,PA010,Business Class,324,Yes,Tokyo,New York
2024-06-01,PA001,Business Class,651.60000000000002,No,London,New York
2024-12-07,PA010,Business Class,361.19999999999999,No,Tokyo,New York
2024-02-26,PA002,Economy,2560,Yes,New York,London
2024-05-26,PA011,First Class,473,No,Perth,Tokyo
2024-11-28,PA006,Business Class,795.60000000000002,No,Tokyo,London
2024-12-07,PA004,Premium Economy,1582.5,Yes,Perth,London
2024-06-11,PA011,Business Class,480,Yes,Perth,Tokyo
2024-01-05,PA009,Economy,1805,Yes,New York,Tokyo
2024-03-14,PA002,Economy,2705,No,New York,London
2024-08-06,PA009,Economy,1900,Yes,New York,Tokyo
2024-01-30,PA004,Economy,3370,No,Perth,London
2024-04-13,PA004,Premium Economy,1340,Yes,Perth,London
2024-09-20,PA006,Business Class,463.19999999999999,Yes,Tokyo,London
2024-05-06,PA006,Business Class,744,Yes,Tokyo,London
2024-01-18,PA004,Economy,1410,Yes,Perth,London
2024-10-09,PA010,Business Class,320.39999999999998,No,Tokyo,New York
2024-01-27,PA002,Economy,3160,Yes,New York,London
2024-12-18,PA004,First Class,622,No,Perth,London
2024-10-24,PA003,Premium Economy,1672.5,No,London,Perth
2024-12-27,PA009,First Class,477,Yes,New York,Tokyo
2024-08-13,PA010,First Class,660,Yes,Tokyo,New York
2024-01-06,PA012,Economy,1630,No,Tokyo,Perth
2024-11-07,PA012,Economy,2040,No,Tokyo,Perth
2024-04-18,PA006,Premium Economy,1365,No,Tokyo,London
2024-11-01,PA001,Economy,1585,No,London,New York
2024-06-12,PA008,Economy,1905,Yes,Perth,New York
2024-09-01,PA012,Economy,2295,Yes,Tokyo,Perth
2024-06-11,PA009,Business Class,374.39999999999998,No,New York,Tokyo
2024-10-23,PA007,First Class,414,Yes,New York,Perth
2024-05-20,PA001,Premium Economy,1185,Yes,London,New York
2024-02-17,PA008,Economy,2880,Yes,Perth,New York
2024-01-22,PA012,Economy,1910,No,Tokyo,Perth
2024-11-06,PA001,Premium Economy,1200,No,London,New York
2024-01-29,PA002,First Class,649,Yes,New York,London
2024-08-16,PA004,Economy,3205,Yes,Perth,London
2024-01-04,PA002,First Class,398,Yes,New York,London
2024-03-18,PA007,Business Class,763.19999999999993,No,New York,Perth
2024-09-23,PA008,Premium Economy,882.5,No,Perth,New York
2024-09-06,PA002,Economy,2940,Yes,New York,London
2024-08-10,PA007,Premium Economy,1252.5,No,New York,Perth
2024-06-15,PA011,First Class,449,No,Perth,Tokyo
2024-02-08,PA002,Economy,1315,Yes,New York,London
2024-06-01,PA001,Business Class,751.19999999999993,Yes,London,New York
2024-05-14,PA010,First Class,502,Yes,Tokyo,New York
2024-10-01,PA008,Premium Economy,860,Yes,Perth,New York
2024-11-20,PA005,Premium Economy,1007.5,Yes,London,Tokyo
2024-09-02,PA005,Economy,1745,No,London,Tokyo
2024-08-27,PA004,Economy,1405,No,Perth,London
2024-08-02,PA001,Premium Economy,1502.5,Yes,London,New York
2024-01-25,PA010,Economy,1080,No,Tokyo,New York
2024-06-09,PA002,First Class,530,Yes,New York,London
2024-08-26,PA005,Business Class,740.39999999999998,No,London,Tokyo
2024-04-03,PA003,Economy,1455,Yes,London,Perth
2024-05-10,PA008,Business Class,720,Yes,Perth,New York
2024-10-23,PA003,Business Class,295.19999999999999,Yes,London,Perth
2024-07-29,PA012,Business Class,840,Yes,Tokyo,Perth
2024-07-26,PA008,Economy,2280,No,Perth,New York
2024-07-05,PA006,Business Class,733.19999999999993,Yes,Tokyo,London
2024-06-16,PA001,Premium Economy,1380,No,London,New York
2024-08-23,PA009,Premium Economy,945,Yes,New York,Tokyo
2024-01-18,PA004,First Class,476,Yes,Perth,London
2024-05-09,PA011,Business Class,430.80000000000001,No,Perth,Tokyo
2024-04-08,PA001,First Class,530,No,London,New York
2024-06-03,PA003,Premium Economy,1252.5,No,London,Perth
2024-08-17,PA008,Premium Economy,915,Yes,Perth,New York
2024-08-28,PA012,Economy,3150,No,Tokyo,Perth
2024-09-01,PA009,First Class,533,No,New York,Tokyo
2024-08-22,PA006,Premium Economy,1405,No,Tokyo,London
2024-08-16,PA002,Premium Economy,1160,No,New York,London
2024-02-18,PA008,First Class,300,No,Perth,New York
2024-07-28,PA012,First Class,481,Yes,Tokyo,Perth
2024-05-31,PA004,First Class,676,No,Perth,London
2024-06-24,PA006,Business Class,338.39999999999998,Yes,Tokyo,London
2024-05-16,PA011,Economy,2565,No,Perth,Tokyo
2024-10-05,PA008,Economy,1345,Yes,Perth,New York
2024-05-22,PA012,Premium Economy,1605,No,Tokyo,Perth
2024-02-17,PA001,First Class,683,No,London,New York
2024-03-17,PA001,Premium Economy,990,No,London,New York
2024-12-15,PA009,Premium Economy,590,No,New York,Tokyo
2024-04-30,PA011,Economy,2105,No,Perth,Tokyo
2024-02-29,PA003,Business Class,489.59999999999997,No,London,Perth
2024-03-09,PA010,First Class,500,Yes,Tokyo,New York
2024-03-12,PA008,Economy,1505,Yes,Perth,New York
2024-09-22,PA011,Premium Economy,962.5,Yes,Perth,Tokyo
2024-05-29,PA010,First Class,209,Yes,Tokyo,New York
2024-07-14,PA008,First Class,390,No,Perth,New York
2024-07-22,PA006,Business Class,445.19999999999999,No,Tokyo,London
2024-06-27,PA008,Economy,2310,Yes,Perth,New York
2024-07-19,PA001,First Class,506,Yes,London,New York
2024-09-13,PA003,Premium Economy,1562.5,No,London,Perth
2024-12-26,PA004,Premium Economy,1522.5,No,Perth,London
2024-05-10,PA012,Economy,2030,No,Tokyo,Perth
2024-02-21,PA007,Premium Economy,1247.5,No,New York,Perth
2024-05-12,PA001,Business Class,786,No,London,New York
2024-11-29,PA009,Premium Economy,1607.5,No,New York,Tokyo
2024-12-13,PA003,First Class,588,No,London,Perth
2024-03-19,PA001,Economy,1835,No,London,New York
2024-09-02,PA007,Economy,2935,Yes,New York,Perth
2024-12-15,PA009,Business Class,721.19999999999993,Yes,New York,Tokyo
2024-11-29,PA010,First Class,584,No,Tokyo,New York
2024-09-03,PA009,Business Class,382.80000000000001,No,New York,Tokyo
2024-09-07,PA002,Business Class,638.39999999999998,Yes,New York,London
2024-06-14,PA012,First Class,415,Yes,Tokyo,Perth
2024-08-30,PA011,Premium Economy,1167.5,Yes,Perth,Tokyo
2024-02-25,PA009,Premium Economy,772.5,Yes,New York,Tokyo
2024-12-21,PA002,First Class,476,No,New York,London
2024-01-23,PA007,Business Class,679.19999999999993,Yes,New York,Perth
2024-02-25,PA005,Business Class,523.19999999999993,Yes,London,Tokyo
2024-07-25,PA012,Business Class,739.19999999999993,Yes,Tokyo,Perth
2024-01-21,PA003,First Class,544,Yes,London,Perth
2024-08-07,PA010,Business Class,428.39999999999998,No,Tokyo,New York
2024-01-03,PA011,Premium Economy,1075,No,Perth,Tokyo
2024-11-27,PA002,Economy,1675,No,New York,London
2024-02-24,PA007,Business Class,362.39999999999998,No,New York,Perth
2024-12-12,PA008,Premium Economy,1175,No,Perth,New York
2024-01-07,PA001,Economy,2720,Yes,London,New York
2024-07-21,PA012,First Class,346,No,Tokyo,Perth
2024-01-30,PA010,First Class,599,Yes,Tokyo,New York
2024-08-15,PA009,First Class,618,Yes,New York,Tokyo
2024-11-23,PA005,Premium Economy,1220,Yes,London,Tokyo
2024-01-22,PA008,Business Class,297.59999999999997,Yes,Perth,New York
2024-09-05,PA007,Premium Economy,1135,No,New York,Perth
2024-04-25,PA008,First Class,694,No,Perth,New York
2024-08-03,PA003,Business Class,422.39999999999998,No,London,Perth
2024-03-05,PA012,First Class,429,No,Tokyo,Perth
2024-12-12,PA009,Economy,2040,Yes,New York,Tokyo
2024-12-23,PA010,Economy,1130,No,Tokyo,New York
2024-05-29,PA003,First Class,388,Yes,London,Perth
2024-04-23,PA009,First Class,649,Yes,New York,Tokyo
2024-09-10,PA012,Economy,2400,Yes,Tokyo,Perth
2024-01-29,PA012,Premium Economy,1287.5,Yes,Tokyo,Perth
2024-06-04,PA001,Economy,1020,Yes,London,New York
2024-06-20,PA008,Premium Economy,517.5,Yes,Perth,New York
2024-06-12,PA009,Premium Economy,1457.5,No,New York,Tokyo
2024-05-15,PA001,Premium Economy,720,Yes,London,New York
2024-01-09,PA002,Business Class,284.39999999999998,Yes,New York,London
2024-09-26,PA011,Economy,3495,Yes,Perth,Tokyo
2024-10-14,PA009,Economy,1435,No,New York,Tokyo
2024-03-26,PA012,Premium Economy,1577.5,Yes,Tokyo,Perth
2024-01-07,PA012,Premium Economy,707.5,Yes,Tokyo,Perth
2024-04-01,PA007,First Class,307,Yes,New York,Perth
2024-04-12,PA004,Premium Economy,925,No,Perth,London
2024-09-07,PA011,Premium Economy,1557.5,Yes,Perth,Tokyo
2024-10-18,PA008,Economy,3025,No,Perth,New York
2024-08-30,PA008,Premium Economy,502.5,Yes,Perth,New York
2024-12-08,PA002,First Class,220,No,New York,London
2024-12-09,PA008,Premium Economy,1690,Yes,Perth,New York
2024-10-12,PA008,Economy,2620,No,Perth,New York
2024-05-24,PA012,Economy,2370,Yes,Tokyo,Perth
2024-07-27,PA011,Business Class,343.19999999999999,Yes,Perth,Tokyo
2024-02-17,PA002,First Class,461,Yes,New York,London
2024-10-23,PA003,Premium Economy,1202.5,No,London,Perth
2024-03-18,PA003,Premium Economy,547.5,No,London,Perth
2024-12-17,PA008,Premium Economy,617.5,No,Perth,New York
2024-05-16,PA001,Business Class,542.39999999999998,No,London,New York
2024-06-17,PA004,Economy,1755,Yes,Perth,London
2024-09-17,PA012,Business Class,631.19999999999993,No,Tokyo,Perth
2024-06-08,PA003,Business Class,241.19999999999999,No,London,Perth
2024-08-05,PA007,Economy,2915,Yes,New York,Perth
2024-02-24,PA002,First Class,276,No,New York,London
2024-09-13,PA002,Business Class,586.79999999999995,No,New York,London
2024-11-23,PA009,Business Class,618,No,New York,Tokyo
2024-11-09,PA010,Economy,1855,Yes,Tokyo,New York
2024-06-03,PA007,First Class,608,Yes,New York,Perth
2024-08-05,PA002,Premium Economy,1655,No,New York,London
2024-07-25,PA011,First Class,443,No,Perth,Tokyo
2024-06-24,PA006,Economy,1620,No,Tokyo,London
2024-04-23,PA008,Business Class,558,No,Perth,New York
2024-11-17,PA010,First Class,540,Yes,Tokyo,New York
2024-12-25,PA006,Premium Economy,1185,Yes,Tokyo,London
2024-10-21,PA003,First Class,493,Yes,London,Perth
2024-04-12,PA002,Premium Economy,1397.5,No,New York,London
2024-09-24,PA001,First Class,655,Yes,London,New York
2024-04-23,PA003,Premium Economy,1490,No,London,Perth
2024-04-28,PA010,First Class,569,Yes,Tokyo,New York
2024-11-07,PA008,Premium Economy,1377.5,No,Perth,New York
2024-08-14,PA005,Premium Economy,1050,Yes,London,Tokyo
2024-10-01,PA008,Premium Economy,1487.5,Yes,Perth,New York
2024-01-18,PA012,First Class,397,No,Tokyo,Perth
2024-08-28,PA008,First Class,523,Yes,Perth,New York
2024-08-27,PA010,Premium Economy,1475,Yes,Tokyo,New York
2024-07-04,PA011,First Class,433,Yes,Perth,Tokyo
2024-01-03,PA007,Premium Economy,815,No,New York,Perth
2024-11-22,PA011,Premium Economy,1155,Yes,Perth,Tokyo
2024-11-18,PA004,First Class,264,No,Perth,London
2024-10-11,PA002,First Class,344,Yes,New York,London
2024-09-01,PA012,Premium Economy,725,No,Tokyo,Perth
2024-07-11,PA011,First Class,423,No,Perth,Tokyo
2024-07-26,PA003,Premium Economy,1277.5,Yes,London,Perth
2024-10-27,PA010,Economy,3145,Yes,Tokyo,New York
2024-09-18,PA001,Business Class,751.19999999999993,Yes,London,New York
2024-08-06,PA007,First Class,659,Yes,New York,Perth
2024-06-15,PA009,First Class,599,No,New York,Tokyo
2024-12-14,PA005,First Class,214,No,London,Tokyo
2024-05-09,PA004,Economy,2660,No,Perth,London
2024-03-21,PA009,Premium Economy,647.5,Yes,New York,Tokyo
2024-01-20,PA002,Economy,1730,No,New York,London
2024-04-01,PA009,Premium Economy,830,Yes,New York,Tokyo
2024-12-25,PA004,Business Class,762,No,Perth,London
2024-07-20,PA004,First Class,636,No,Perth,London
2024-03-30,PA001,Business Class,806.39999999999998,Yes,London,New York
2024-05-27,PA010,Business Class,703.19999999999993,Yes,Tokyo,New York
